input : 1.000000 ^ 1.000000 => output = 0.058190 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.111692 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.900328 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.901137 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.901923 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.151836 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.119541 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.900264 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.119354 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.900498 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.103288 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.900432 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.901231 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.902001 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.120070 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.130939 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.118623 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.081095 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.899709 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.900533 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.099768 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.118129 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.899957 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.900754 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.068615 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.118195 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.900617 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.901401 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.118485 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.901631 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.902392 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.147286 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.117807 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.900874 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.112378 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.900621 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.082383 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.900874 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.901650 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.118117 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.901870 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.094642 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.901923 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.117963 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.083291 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.901569 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.117446 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.901805 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.089078 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.901934 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.117346 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.902145 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.902908 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.080475 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.117299 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.902604 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.076035 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.902884 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.117281 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.903099 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.088328 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.116722 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.902671 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.903431 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.123920 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.902943 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.903673 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.117182 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.903881 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.087187 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.116626 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.903461 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.904205 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.080942 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.116562 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.903864 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.904602 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.905298 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.117234 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.229549 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.105956 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.114154 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.900079 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.900871 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.094282 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.114072 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.900410 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.901219 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.902001 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.114843 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.088831 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.901588 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.902371 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.903116 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.115209 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.051516 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.114475 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.902624 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.157390 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.901383 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.902158 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.114196 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.086875 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.901801 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.902559 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.903321 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.066713 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.114358 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.072730 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.902766 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.903501 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.114386 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.903724 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.070681 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.113986 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.903557 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113833 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.903771 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.904507 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.137965 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.113291 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.903198 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.903950 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.102943 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.903826 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113521 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.904037 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.080624 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.904241 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113486 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.904467 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.058608 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.904911 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.905602 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113993 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.079700 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.905305 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.905990 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.091566 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.113545 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.112969 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.905038 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.905727 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.070582 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.906034 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113393 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906212 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.082186 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.112907 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.080069 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.905380 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.906061 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.906741 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907417 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.072516 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.113401 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.907179 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.907826 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113619 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.080424 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.099665 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906716 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907392 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.113083 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.062695 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.112322 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.906785 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.907437 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.112554 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.907622 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.908260 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.147756 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907238 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.055835 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.907666 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.112500 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907831 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.149240 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.906781 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.111809 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.111256 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906491 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907171 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.078108 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907346 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.111607 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.907538 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.130696 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.132329 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.905502 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110397 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.905715 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.906411 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110660 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.071963 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906196 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.103830 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906029 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110203 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.906254 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.053815 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.906708 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.907362 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110709 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.092296 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.109789 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906428 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907110 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110045 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907298 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907960 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.070879 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.079378 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907721 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110145 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.907920 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.908566 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.909185 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.059976 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.110577 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.110040 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.908621 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.909262 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.123085 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.067868 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.908375 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.908997 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.110155 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.188287 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.906530 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.108694 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906737 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907413 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.908055 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.109332 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.043891 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.108718 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.907663 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.142693 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.906729 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907406 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.082971 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907513 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.108609 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.108098 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.907272 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.907936 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.063261 , expected : 0.000000
